PredictedValue,PredictionConfidence,Order Priority,Customer Segment,Product Category,Product Sub Category,Product Container,Product Name,Profit,Quantity Ordered,Sales,Gross Unit Price,Shipping Cost,Ship Mode,Ship Date,City,Order Line ID,# of Order Lines,Order ID,# of Orders,Customer ID,# of Customers,Customer Name,Grouped Sub Category,Discount,Order Date,{Row Count}
Delivered,0.93,High,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,*Staples* Highlighting Markers,28.18,20,97.09,5.11,0.71,Express Air,'2013-03-24',New York City,7153,7153,34017,34017,2618,2618,Amy Hamrick Melvin,Stationery,5.12,'2013-03-23 06:42:07.000',1
Refunded,0.83,Medium,Consumer,Office Supplies,Envelopes,Small Box,"Staples #10 Laser & Inkjet Envelopes, 4 1/8"" x 9 1/2"", 100/Box",19.46,11,105.57,10.32,5.76,Express Air,'2013-03-26',Sao Paulo,3624,3624,90514,90514,1369,1369,Joe D Dean,Stationery,3.83,'2013-03-24 00:14:10.000',1
Delivered,0.83,High,Corporate,Office Supplies,Storage & Organization,Small Box,Super Decoflex Portable Personal File,-47.31,28,438.25,15.81,7.69,Regular Air,'2013-03-26',New York City,7154,7154,34017,34017,2618,2618,Amy Hamrick Melvin,Furniture,15.19,'2013-03-23 09:06:57.000',1
Refunded,0.91,Not Specified,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Avery Premier Heavy-Duty Binder with Round Locking Rings,101.36,11,149.19,15.07,2.99,Regular Air,'2013-03-26',Riyadh,6609,6609,91108,91108,2430,2430,Kimberly Reilly,Stationery,9.94,'2013-03-24 02:50:39.000',1
Delivered,0.99,Critical,Small Business,Office Supplies,Envelopes,Small Box,Tyvek Side-Opening Peel & Seel Expanding Envelopes,246.52,4,362.86,95.49,19.99,Regular Air,'2013-03-26',Marseille,9152,9152,90460,90460,3310,3310,Tiffany Grossman Hardin,Stationery,11.41,'2013-03-24 00:30:45.000',1
Delivered,1,Medium,Small Business,Furniture,Tables,Jumbo Box,Balt Split Level Computer Training Table,-430.88,23,3064.78,146.43,52.42,Delivery Truck,'2013-03-26',Voronezh,2728,2728,58628,58628,1060,1060,Gene Gilliam,Furniture,226.66,'2013-03-24 04:00:56.000',1
Delivered,0.81,Low,Small Business,Office Supplies,Storage & Organization,Small Box,Fellowes Staxonsteel Drawer Files,-336.95,8,1581.95,203.86,19.99,Regular Air,'2013-03-29',Hong Kong,6273,6273,90557,90557,2308,2308,Laurence Cummings,Furniture,53,'2013-03-24 15:16:53.000',1
Delivered,1,Medium,Small Business,Furniture,Tables,Jumbo Box,Balt Split Level Computer Training Table,-323.98,6,799.51,146.43,52.42,Delivery Truck,'2013-03-26',Voronezh,2740,2740,91354,91354,1062,1062,Willie Robinson,Furniture,46.36,'2013-03-24 11:35:42.000',1
Refunded,0.9,Medium,Consumer,Office Supplies,Storage & Organization,Small Box,Decoflex Hanging Personal Folder File,-15.82,2,31.89,16.27,5.41,Regular Air,'2013-03-26',San Francisco,8681,8681,86368,86368,3143,3143,Neil Song,Furniture,0.33,'2013-03-24 08:11:24.000',1
Delivered,1,Critical,Small Business,Furniture,Office Furnishings,Small Pack,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,-24.17,4,25.2,7,54.95,Regular Air,'2013-03-27',Columbia,9151,9151,90460,90460,3309,3309,Edwin Chung,Furniture,1.16,'2013-03-24 01:13:53.000',1
Delivered,0.52,Low,Small Business,Furniture,Office Furnishings,Small Pack,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",-14.62,2,18.42,10.01,7.29,Regular Air,'2013-03-27',Hong Kong,6272,6272,90557,90557,2308,2308,Laurence Cummings,Furniture,1.03,'2013-03-24 09:11:30.000',1
Refunded,0.82,Not Specified,Corporate,Office Supplies,Paper,Small Box,Xerox 1933,53.41,6,75.43,12.96,4.86,Regular Air,'2013-03-27',Beijing,6231,6231,90146,90146,2287,2287,Samuel Newman,Stationery,2.48,'2013-03-25 00:12:06.000',1
Delivered,1,Low,Small Business,Furniture,Bookcases,Jumbo Box,DMI Eclipse Executive Suite Bookcases,2481.55,7,3626.95,528.71,41.44,Delivery Truck,'2013-03-26',Melbourne,1836,1836,87811,87811,693,693,Richard McClure,Stationery,151.74,'2013-03-26 01:36:02.000',1
Delivered,0.99,Critical,Small Business,Office Supplies,Envelopes,Small Box,Staples Standard Envelopes,18.02,5,27.9,6,1.39,Regular Air,'2013-03-28',St. Petersburg,2275,2275,86153,86153,880,880,Ellen Beck,Stationery,1.72,'2013-03-25 06:00:43.000',1
Refunded,0.68,Not Specified,Corporate,Office Supplies,Pens & Art Supplies,Small Box,Hunt Boston Vacuum Mount KS Pencil Sharpener,-11.62,12,421,36.93,7.73,Express Air,'2013-03-28',Beijing,6232,6232,90146,90146,2287,2287,Samuel Newman,Stationery,17.63,'2013-03-25 00:12:06.000',1
Refunded,0.83,Not Specified,Corporate,Office Supplies,Paper,Small Box,Computer Printout Paper with Letter-Trim Perforations,-11.62,8,158.56,20.02,9.03,Regular Air,'2013-03-26',Beijing,6230,6230,90146,90146,2287,2287,Samuel Newman,Stationery,3.77,'2013-03-25 00:09:42.000',1
Delivered,0.99,Critical,Corporate,Furniture,Office Furnishings,Small Box,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",-11.29,5,55.59,11.23,5.16,Express Air,'2013-03-28',Recife,4971,4971,86957,86957,1829,1829,Suzanne Cochran,Furniture,0.8,'2013-03-25 21:05:13.000',1
Delivered,0.99,Critical,Small Business,Office Supplies,Paper,Small Box,Xerox 1964,-30.19,1,22.65,24.1,11.54,Regular Air,'2013-03-28',Yaroslavl,2276,2276,86153,86153,880,880,Ellen Beck,Stationery,1.3,'2013-03-25 03:32:28.000',1
Refunded,0.57,Low,Small Business,Office Supplies,Paper,Small Box,Xerox 207,-18.2,2,13.54,6.84,5.4,Regular Air,'2013-03-26',Toronto,4525,4525,87345,87345,1699,1699,Joseph Hurst,Stationery,0.37,'2013-03-25 21:32:46.000',1
Refunded,0.64,Low,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Ibico Presentation Index for Binding Systems,-38.03,12,47.88,4.2,5.26,Regular Air,'2013-03-30',Victoria,4524,4524,87345,87345,1699,1699,Joseph Hurst,Stationery,2.16,'2013-03-25 14:55:50.000',1
Refunded,0.93,Not Specified,Consumer,Office Supplies,Binders and Binder Accessories,Small Box,XtraLife ClearVueâ„¢ Slant-D Ring Binders by Cardinal,39.56,7,56.15,8.27,4.71,Regular Air,'2013-03-30',Riyadh,6576,6576,86751,86751,2419,2419,Sandra Faulkner,Stationery,1.69,'2013-03-26 08:23:40.000',1
Refunded,0.8,Not Specified,Consumer,Office Supplies,Appliances,Medium Box,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,-157.4,5,1104.38,237.5,11.79,Regular Air,'2013-03-27',Riyadh,6575,6575,86751,86751,2419,2419,Sandra Faulkner,Furniture,53.18,'2013-03-26 01:35:29.000',1
Refunded,0.8,Medium,Home Office,Office Supplies,Storage & Organization,Small Box,"Iris 3-Drawer Stacking Bin, Black",-129.04,7,140.46,22.05,11.52,Regular Air,'2013-03-28',Toronto,5609,5609,85833,85833,2066,2066,Claudia Webb,Furniture,8.24,'2013-03-26 05:25:43.000',1
Delivered,0.99,Critical,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Sanford Liquid Accent Highlighters,-51.2,10,64.86,7.05,1.5,Regular Air,'2013-03-29',Hong Kong,5770,5770,88403,88403,2114,2114,Paige Mason,Stationery,3.2,'2013-03-26 00:03:25.000',1
Refunded,0.73,Medium,Home Office,Office Supplies,Paper,Small Box,Xerox 1882,289.89,8,425.3,59.07,13.88,Regular Air,'2013-03-30',Cancun,4315,4315,90600,90600,1625,1625,Molly Browning,Stationery,31.81,'2013-03-27 07:24:07.000',1
Refunded,0.77,Low,Corporate,Technology,Computer Peripherals,Small Box,Logitech Access Keyboard,89.58,9,136.65,16.87,4,Regular Air,'2013-04-02',St. Petersburg,2420,2420,90491,90491,920,920,Jessie Kelly,Computer & Electronics,9.29,'2013-03-28 00:39:33.000',1
Delivered,1,Medium,Home Office,Technology,Office Machines,Jumbo Drum,Panasonic KX-P2130 Dot Matrix Printer,1618.08,12,2486.98,225.27,14.7,Delivery Truck,'2013-03-30',Tijuana,4314,4314,90600,90600,1625,1625,Molly Browning,Computer & Electronics,163.49,'2013-03-27 13:52:59.000',1
Refunded,0.76,Not Specified,Corporate,Office Supplies,Paper,Wrap Bag,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",51.27,9,79.1,9.45,2.01,Regular Air,'2013-03-29',Sao Paulo,3941,3941,91362,91362,1482,1482,Michael Tanner,Stationery,3.09,'2013-03-27 10:43:41.000',1
Delivered,0.81,High,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Lock-Up Easel 'Spel-Binder',131.72,7,204.45,30.11,1.49,Regular Air,'2013-03-30',Manchester,601,601,90238,90238,234,234,Don Cameron,Stationery,6.89,'2013-03-27 00:26:41.000',1
Delivered,0.56,Medium,Corporate,Technology,Telephones and Communication,Small Box,2180,897.52,10,1671.57,185.73,8.99,Regular Air,'2013-03-29',Sydney,1861,1861,89847,89847,697,697,Adam G Sawyer,Computer & Electronics,117.8,'2013-03-27 05:18:38.000',1
Refunded,0.62,Not Specified,Corporate,Office Supplies,Paper,Wrap Bag,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",88.62,36,316.39,9.45,2.01,Regular Air,'2013-03-29',Paris,3938,3938,53953,53953,1481,1481,Marvin MacDonald,Stationery,14.87,'2013-03-27 05:23:55.000',1
Delivered,1,Medium,Corporate,Technology,Telephones and Communication,Small Box,2180,899.48,39,6519.12,185.73,8.99,Regular Air,'2013-03-29',Munich,1868,1868,32869,32869,698,698,Nelson Hensley,Computer & Electronics,509.82,'2013-03-27 01:59:25.000',1
Refunded,0.81,Medium,Home Office,Furniture,Office Furnishings,Small Pack,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",15.59,7,127.06,19.73,8.99,Regular Air,'2013-03-29',Toronto,5133,5133,85894,85894,1917,1917,Tracy Buckley,Furniture,6.94,'2013-03-27 13:50:57.000',1
Refunded,0.77,Medium,Corporate,Furniture,Office Furnishings,Medium Box,"Deflect-o EconoMat Nonstudded, No Bevel Mat",24.2,12,621.41,54.51,18.45,Regular Air,'2013-03-29',Melbourne,1856,1856,89847,89847,696,696,Johnny Reid,Furniture,23.72,'2013-03-27 15:23:59.000',1
Delivered,0.75,Medium,Corporate,Furniture,Office Furnishings,Medium Box,"Deflect-o EconoMat Nonstudded, No Bevel Mat",24.2,49,2537.44,54.51,18.45,Regular Air,'2013-03-29',Milan,1867,1867,32869,32869,698,698,Nelson Hensley,Furniture,141.09,'2013-03-27 11:51:05.000',1
Refunded,0.74,Medium,Corporate,Technology,Computer Peripherals,Small Pack,"Imation Neon Mac Format Diskettes, 10/Pack",-80.03,41,330.29,8.57,2.83,Regular Air,'2013-03-29',Seattle,1866,1866,32869,32869,698,698,Nelson Hensley,Computer & Electronics,19.86,'2013-03-27 02:54:47.000',1
Delivered,0.85,High,Small Business,Technology,Computer Peripherals,Small Pack,"Memorex 4.7GB DVD+R, 3/Pack",-12.04,2,31.94,16.13,1.99,Regular Air,'2013-03-30',Manchester,602,602,90238,90238,234,234,Don Cameron,Computer & Electronics,0.79,'2013-03-27 06:07:04.000',1
Delivered,0.78,High,Corporate,Technology,Office Machines,Medium Box,Canon P1-DHIII Palm Printing Calculator,-34.67,2,37.56,18.97,8.51,Regular Air,'2013-03-29',Sheffield,87,87,89200,89200,32,32,Matthew Berman,Computer & Electronics,1.33,'2013-03-27 02:38:19.000',1
Refunded,0.79,Medium,Corporate,Technology,Computer Peripherals,Small Pack,"Imation Neon Mac Format Diskettes, 10/Pack",-80.03,10,80.56,8.57,2.83,Regular Air,'2013-03-29',Adelaide,1855,1855,89847,89847,696,696,Johnny Reid,Computer & Electronics,3.44,'2013-03-27 07:33:15.000',1
Delivered,1,Not Specified,Corporate,Furniture,Chairs & Chairmats,Jumbo Drum,"Global Leather & Oak Executive Chair, Burgundy",-488.65,3,472.94,159.24,60.2,Delivery Truck,'2013-03-31',Moscow,2769,2769,89631,89631,1072,1072,Marion Owens,Furniture,9.4,'2013-03-27 10:46:37.000',1
Refunded,0.81,Medium,Home Office,Office Supplies,Storage & Organization,Small Box,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",-27.14,1,16.95,16.95,8.34,Regular Air,'2013-03-29',Vijayawada,4316,4316,90600,90600,1625,1625,Molly Browning,Furniture,0.5,'2013-03-27 05:05:13.000',1
Delivered,0.79,High,Corporate,Furniture,Office Furnishings,Small Pack,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",28.97,12,126.37,10.97,5.4,Regular Air,'2013-03-30',Nagasaki,7308,7308,87830,87830,2668,2668,Carlos Hanson,Furniture,6.37,'2013-03-28 15:23:15.000',1
Refunded,0.81,Medium,Small Business,Office Supplies,Paper,Small Box,HP Office Paper (20Lb. and 87 Bright),-2.28,11,73.67,7.05,6.93,Regular Air,'2013-03-30',Stockholm,7886,7886,88626,88626,2880,2880,Grace Black,Stationery,3.84,'2013-03-28 03:33:27.000',1
Delivered,0.78,High,Corporate,Office Supplies,Paper,Small Box,Xerox 1962,-117.1,12,49.9,4.52,4.79,Regular Air,'2013-03-31',Osaka,7309,7309,87830,87830,2668,2668,Carlos Hanson,Stationery,3.42,'2013-03-28 07:09:54.000',1
Delivered,0.99,Medium,Corporate,Technology,Telephones and Communication,Small Box,5165,-1350.66,10,1708.72,185.73,4.99,Regular Air,'2013-03-29',Hong Kong,4660,4660,85865,85865,1738,1738,Dean Solomon,Computer & Electronics,98.02,'2013-03-28 03:44:17.000',1
Delivered,0.83,High,Small Business,Technology,Telephones and Communication,Small Pack,Accessory9,99.78,5,180.45,37.99,3.3,Regular Air,'2013-04-01',Marseille,6903,6903,87451,87451,2534,2534,Mitchell Goldberg,Computer & Electronics,7.31,'2013-03-29 20:01:12.000',1
Delivered,0.82,High,Small Business,Technology,Computer Peripherals,Small Box,Targus USB Numeric Keypad,-86.48,7,290.57,43.24,6.5,Regular Air,'2013-03-31',Lyon,6891,6891,87451,87451,2530,2530,Janet Zhang,Computer & Electronics,11.14,'2013-03-30 01:51:12.000',1
Refunded,0.68,Not Specified,Corporate,Office Supplies,Paper,Small Box,HP Office Recycled Paper (20Lb. and 87 Bright),-112.13,29,167.78,6.09,7.64,Express Air,'2013-04-01',Libreville,2969,2969,49125,49125,1129,1129,Pam Patton,Stationery,9.4,'2013-03-29 07:07:08.000',1
Refunded,0.65,Not Specified,Small Business,Office Supplies,Pens & Art Supplies,Small Pack,Staples SlimLine Pencil Sharpener,-40.45,5,58.1,12.63,5.81,Regular Air,'2013-04-01',Austin,9410,9410,87534,87534,3399,3399,Marvin Reid,Stationery,3.35,'2013-03-29 00:26:20.000',1
Refunded,0.55,Low,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 315,31.71,10,58.68,6.31,0.96,Regular Air,'2013-04-04',New York,8867,8867,87933,87933,3205,3205,Alvin Mullins,Stationery,2.01,'2013-03-30 11:29:53.000',1
Refunded,0.81,Low,Consumer,Technology,Computer Peripherals,Small Box,Microsoft Natural Keyboard Elite,49.85,6,250.67,42.2,4,Regular Air,'2013-04-05',New York,8868,8868,87933,87933,3206,3206,Dana Rankin,Computer & Electronics,9.11,'2013-03-30 06:26:45.000',1
Delivered,1,Medium,Small Business,Technology,Office Machines,Jumbo Box,Hewlett-Packard Deskjet 940 REFURBISHED Color Inkjet Printer,123.69,12,922.86,85.45,30.06,Delivery Truck,'2013-04-01',Leeds,713,713,88940,88940,271,271,Sam Rouse,Computer & Electronics,56.27,'2013-03-30 01:12:01.000',1
Refunded,0.87,Medium,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,3.33,11,59.56,5.64,2.99,Regular Air,'2013-04-02',Recife,3499,3499,87602,87602,1316,1316,Marion Lindsey,Stationery,2.49,'2013-03-30 02:22:27.000',1
Refunded,0.65,Medium,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,3.33,45,243.65,5.64,2.99,Regular Air,'2013-04-02',Los Angeles,3476,3476,22755,22755,1314,1314,Keith Marsh,Stationery,12.59,'2013-03-30 11:14:30.000',1
Refunded,0.78,Medium,Home Office,Technology,Telephones and Communication,Small Pack,Accessory6,-265.94,5,277.68,59.08,5,Regular Air,'2013-04-02',Los Angeles,3477,3477,22755,22755,1314,1314,Keith Marsh,Computer & Electronics,16.85,'2013-03-30 21:57:43.000',1
Delivered,0.99,Critical,Small Business,Office Supplies,Paper,Small Box,Xerox 188,-11.43,1,11.85,11.97,5.01,Regular Air,'2013-04-02',Bordeaux,8995,8995,87296,87296,3252,3252,Milton Harrell,Stationery,0.24,'2013-03-30 13:36:59.000',1
Refunded,0.89,Medium,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",-91.83,9,46.62,5.18,5.68,Regular Air,'2013-04-01',Rio de Janeiro,3493,3493,87602,87602,1315,1315,Adam Saunders Gray,Stationery,1.13,'2013-03-30 11:26:49.000',1
Refunded,0.84,Medium,Home Office,Technology,Telephones and Communication,Small Pack,Accessory6,-43.89,1,55.54,59.08,5,Regular Air,'2013-04-02',Recife,3500,3500,87602,87602,1316,1316,Marion Lindsey,Computer & Electronics,2.82,'2013-03-30 20:15:36.000',1
Delivered,0.99,Critical,Home Office,Technology,Telephones and Communication,Medium Box,1726 Digital Answering Machine,28.74,2,40.33,22.16,4.81,Express Air,'2013-04-02',Toronto,5610,5610,85834,85834,2066,2066,Claudia Webb,Computer & Electronics,2.36,'2013-03-31 08:16:53.000',1
Refunded,0.67,Not Specified,Corporate,Technology,Telephones and Communication,Small Pack,Accessory36,-43.35,1,54.94,59.08,5,Express Air,'2013-04-03',Bangkok,2796,2796,88460,88460,1083,1083,Hazel Dale,Computer & Electronics,2.99,'2013-03-31 11:46:10.000',1
Delivered,0.64,High,Consumer,Technology,Telephones and Communication,Small Box,Accessory35,18.69,8,276.57,37.99,1.1,Regular Air,'2013-04-04',Vancouver,5014,5014,89697,89697,1849,1849,Michelle Steele,Computer & Electronics,18.25,'2013-04-01 02:45:47.000',1
Delivered,1,Critical,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,Novimex Fabric Task Chair,-71.59,2,120.98,64.35,30,Delivery Truck,'2013-04-03',Cheyenne,8907,8907,86508,86508,3224,3224,Claudia White,Furniture,4.85,'2013-04-01 08:57:01.000',1
Refunded,0.71,Medium,Small Business,Office Supplies,Appliances,Medium Box,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",-15.39,1,11.24,11.96,6.12,Regular Air,'2013-04-04',Charlotte,9148,9148,90461,90461,3306,3306,Claire Warren,Furniture,0.31,'2013-04-01 23:23:09.000',1
Delivered,0.78,High,Consumer,Technology,Telephones and Communication,Small Box,i2000,-207.5,2,263.26,132.96,2.5,Regular Air,'2013-04-03',Vancouver,5015,5015,89697,89697,1849,1849,Michelle Steele,Computer & Electronics,7.85,'2013-04-01 04:01:26.000',1
Delivered,0.9,High,Home Office,Office Supplies,Paper,Small Box,Xerox 1938,90.77,3,138.03,50.56,5.86,Express Air,'2013-04-05',Osaka,7307,7307,87831,87831,2667,2667,Pat Baker,Stationery,7.1,'2013-04-02 00:12:11.000',1
Delivered,0.78,High,Home Office,Office Supplies,Appliances,Small Box,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,237.94,4,365.72,95.24,0.99,Regular Air,'2013-04-05',Nagasaki,7306,7306,87831,87831,2667,2667,Pat Baker,Furniture,10.56,'2013-04-02 19:37:07.000',1
Refunded,0.57,Medium,Corporate,Office Supplies,Paper,Wrap Bag,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",91.84,4,144.14,40.04,5.08,Express Air,'2013-04-05',Providence,8116,8116,90264,90264,2957,2957,Francis I Davis,Stationery,10.68,'2013-04-02 08:12:20.000',1
Delivered,1,Medium,Small Business,Furniture,Chairs & Chairmats,Jumbo Drum,"Global Push Button Manager's Chair, Indigo",35.13,7,436.33,64.26,32.41,Delivery Truck,'2013-04-04',Glasgow,589,589,88527,88527,228,228,Colleen Andrews,Furniture,14.48,'2013-04-02 00:45:08.000',1
Delivered,0.62,Medium,Home Office,Office Supplies,Paper,Wrap Bag,EcoTones Memo Sheets,13.61,5,19.2,4.22,1.3,Express Air,'2013-04-07',Belfast,309,309,89584,89584,114,114,Ron Newton,Stationery,0.89,'2013-04-04 04:18:37.000',1
Delivered,0.78,High,Corporate,Office Supplies,Storage & Organization,Small Box,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",342.34,8,499.44,63.06,9.71,Regular Air,'2013-04-07',Lipetsk,2387,2387,90186,90186,911,911,Marsha P Joyner,Furniture,14.22,'2013-04-04 00:43:20.000',1
Refunded,0.81,Medium,Home Office,Office Supplies,Labels,Small Box,Avery 493,38.88,12,61.54,5.18,0.5,Regular Air,'2013-04-07',Bristol,308,308,89584,89584,114,114,Ron Newton,Stationery,0.64,'2013-04-04 10:41:08.000',1
Delivered,0.52,Low,Small Business,Technology,Telephones and Communication,Small Pack,Accessory31,256.95,12,455.88,37.99,0.99,Regular Air,'2013-04-12',Bordeaux,6975,6975,88656,88656,2551,2551,Joan Bowers,Computer & Electronics,5.86,'2013-04-04 04:40:38.000',1
Delivered,0.94,Low,Small Business,Technology,Telephones and Communication,Small Pack,Accessory31,811.63,46,1747.54,37.99,0.99,Regular Air,'2013-04-12',Los Angeles,6948,6948,46436,46436,2548,2548,Wayne Bass,Computer & Electronics,56.72,'2013-04-04 08:29:51.000',1
Refunded,0.63,Medium,Home Office,Office Supplies,Labels,Small Box,Avery 493,108.26,47,241.03,5.18,0.5,Regular Air,'2013-04-07',Santiago,318,318,13959,13959,117,117,Linda Weiss,Stationery,8.7,'2013-04-04 13:06:11.000',1
Refunded,0.51,Medium,Home Office,Office Supplies,Paper,Wrap Bag,EcoTones Memo Sheets,16.23,19,72.96,4.22,1.3,Express Air,'2013-04-07',Santiago,319,319,13959,13959,117,117,Linda Weiss,Stationery,5.27,'2013-04-04 07:48:03.000',1
Delivered,0.99,Critical,Home Office,Office Supplies,Paper,Small Box,Xerox 220,-185.01,12,77.16,6.84,7.49,Regular Air,'2013-04-05',Varanasi,5451,5451,88368,88368,2014,2014,Cathy Simon,Stationery,2.97,'2013-04-04 14:25:56.000',1
Delivered,0.83,High,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,GBC Plastic Binding Combs,-12.37,2,15.58,7.79,11.51,Regular Air,'2013-04-06',Nagasaki,7361,7361,89147,89147,2685,2685,Kathryn Wolfe,Stationery,0.38,'2013-04-04 00:40:57.000',1
Delivered,0.84,High,Home Office,Furniture,Office Furnishings,Small Pack,G.E. Halogen Desk Lamp Bulbs,23.98,5,35.33,7.36,2.83,Regular Air,'2013-04-08',Yaounde,3301,3301,91555,91555,1247,1247,Henry O'Connell,Furniture,1.07,'2013-04-05 14:56:13.000',1
Delivered,0.91,High,Home Office,Furniture,Office Furnishings,Small Pack,G.E. Halogen Desk Lamp Bulbs,44.46,18,127.18,7.36,2.83,Regular Air,'2013-04-08',Adelaide,3296,3296,36452,36452,1246,1246,Lois Hansen,Furniture,6.38,'2013-04-05 08:00:17.000',1
Delivered,0.82,High,Consumer,Technology,Telephones and Communication,Wrap Bag,Accessory34,34.99,4,344.85,90.75,0.99,Regular Air,'2013-04-08',Recife,3877,3877,86734,86734,1459,1459,Steve Raynor,Computer & Electronics,18.54,'2013-04-05 03:27:17.000',1
Delivered,0.87,High,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,"Avery Flip-Chart Easel Binder, Black",-103.87,26,552.71,23.62,15.1,Regular Air,'2013-04-07',Canberra,3295,3295,36452,36452,1246,1246,Lois Hansen,Stationery,42.72,'2013-04-05 00:05:28.000',1
Refunded,0.72,Not Specified,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",-86.54,11,381.94,38.58,13.89,Regular Air,'2013-04-08',Marseille,8124,8124,90646,90646,2960,2960,Allan Dickinson,Stationery,21.04,'2013-04-05 17:41:53.000',1
Delivered,0.77,High,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,"Avery Flip-Chart Easel Binder, Black",-103.87,7,148.81,23.62,15.1,Regular Air,'2013-04-07',San Pedro,3300,3300,91555,91555,1247,1247,Henry O'Connell,Stationery,8.53,'2013-04-05 15:05:38.000',1
Delivered,0.83,High,Home Office,Office Supplies,Storage & Organization,Small Box,"Fellowes Personal Hanging Folder Files, Navy",109.16,12,153.14,14.18,5.5,Regular Air,'2013-04-09',Jackson,9068,9068,90766,90766,3279,3279,Ricky Allred,Furniture,10.34,'2013-04-06 01:25:27.000',1
Refunded,0.56,Low,Consumer,Furniture,Office Furnishings,Medium Box,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",412.56,10,601.6,64,12.23,Regular Air,'2013-04-09',Marseille,6331,6331,89608,89608,2334,2334,Stephanie Hawkins,Furniture,24.97,'2013-04-06 04:03:47.000',1
Delivered,0.67,Low,Home Office,Office Supplies,Pens & Art Supplies,Wrap Bag,*Staples* Highlighting Markers,12.99,4,19.42,5.11,0.71,Regular Air,'2013-04-16',Aomori,7866,7866,89873,89873,2874,2874,Marian Willis,Stationery,1.04,'2013-04-06 04:01:52.000',1
Delivered,1,Medium,Consumer,Furniture,Bookcases,Jumbo Box,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",1627.47,8,2439.48,317.64,54.92,Delivery Truck,'2013-04-08',Glasgow,300,300,88204,88204,107,107,Lois Hamilton,Stationery,97.47,'2013-04-06 13:19:59.000',1
Delivered,1,Critical,Small Business,Furniture,Bookcases,Jumbo Box,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",520.29,10,1786.46,180.45,35.89,Delivery Truck,'2013-04-09',Yaroslavl,2436,2436,87134,87134,929,929,Calvin Conway,Stationery,42.13,'2013-04-06 01:26:41.000',1
Delivered,1,Medium,Consumer,Furniture,Bookcases,Jumbo Box,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",1955.27,31,9452.97,317.64,54.92,Delivery Truck,'2013-04-08',London,281,281,42599,42599,102,102,Caroline Johnston,Stationery,488.31,'2013-04-06 00:36:10.000',1
Delivered,0.99,High,Home Office,Office Supplies,Storage & Organization,Large Box,Fellowes Officewareâ„¢ Wire Shelving,30.06,4,356.45,94.8,35,Regular Air,'2013-04-09',Raleigh,9067,9067,90766,90766,3279,3279,Ricky Allred,Furniture,17.62,'2013-04-07 00:36:08.000',1
Delivered,0.79,High,Consumer,Technology,Telephones and Communication,Small Box,600 Series Non-Flip,3.82,4,190.24,48.53,4.99,Express Air,'2013-04-08',Merida,4299,4299,90248,90248,1620,1620,Gerald Petty,Computer & Electronics,6.05,'2013-04-07 01:22:54.000',1
Delivered,0.84,High,Home Office,Technology,Telephones and Communication,Small Box,Timeport L7089,8.04,11,1447.93,132.96,7.69,Regular Air,'2013-04-07',Providence,9069,9069,90766,90766,3279,3279,Ricky Allred,Computer & Electronics,38.86,'2013-04-06 04:21:03.000',1
